Gender,Age,Country,EdLevel
Man,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,22.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,France,Some college/university study without earning a degree
Man,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,48.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Russian Federation,"Professional degree (JD, MD, etc.)"
Man,28.0,Honduras,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Portugal,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Republic of Moldova,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,25.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Mauritius,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Turkey,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,India,I never completed any formal education
Man,23.0,Liechtenstein,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,35.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Brazil,
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,Some college/university study without earning a degree
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,25.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Ireland,Some college/university study without earning a degree
Man,42.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,23.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,25.0,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,Viet Nam,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Qatar,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Slovakia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Uruguay,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Argentina,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,Germany,Some college/university study without earning a degree
Woman,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Honduras,Some college/university study without earning a degree
Man,24.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Australia,Some college/university study without earning a degree
Man,28.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,41.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,Cameroon,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
,25.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,United States,Some college/university study without earning a degree
Man,24.0,Germany,Associate degree
Man,33.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Poland,Some college/university study without earning a degree
Man,30.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,39.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,Some college/university study without earning a degree
Man,48.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Germany,Some college/university study without earning a degree
Man,38.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,Germany,Associate degree
Man,25.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Netherlands,Associate degree
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,New Zealand,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Spain,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,Some college/university study without earning a degree
Man,48.0,Switzerland,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Germany,Some college/university study without earning a degree
Man,38.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,Germany,Associate degree
Man,25.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Netherlands,Associate degree
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,Israel,Some college/university study without earning a degree
Man,35.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,38.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Georgia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,24.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Non-binary, genderqueer, or gender non-conforming",23.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United States,I never completed any formal education
Man,26.0,Estonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,60.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
,50.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,44.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,27.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,Some college/university study without earning a degree
Man,34.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,36.0,Slovakia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Turkey,Some college/university study without earning a degree
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Switzerland,Some college/university study without earning a degree
Man,,New Zealand,
Woman,27.0,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,28.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Spain,"Professional degree (JD, MD, etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,59.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,24.0,Spain,Associate degree
Man,,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Ireland,Some college/university study without earning a degree
Man,37.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United Kingdom,
Man,32.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,20.0,Mexico,Associate degree
Man,44.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Slovakia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,United States,Some college/university study without earning a degree
Man,30.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,19.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Uruguay,Some college/university study without earning a degree
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,21.0,France,"Professional degree (JD, MD, etc.)"
Woman,41.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,33.0,Indonesia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Belgium,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Turkmenistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,41.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Denmark,Some college/university study without earning a degree
Man,52.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
"Woman;Non-binary, genderqueer, or gender non-conforming",21.0,Netherlands,Some college/university study without earning a degree
Man,29.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,20.0,Lithuania,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,32.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman;Man,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Spain,Some college/university study without earning a degree
Man,,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,18.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,26.0,Tunisia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,32.0,Canada,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,Estonia,Some college/university study without earning a degree
Man,,South Korea,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Armenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,41.0,Australia,Some college/university study without earning a degree
Man,36.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,United States,Some college/university study without earning a degree
Man,26.0,Ghana,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Canada,Some college/university study without earning a degree
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Croatia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Belarus,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Switzerland,Associate degree
Man,24.0,United States,Associate degree
Man,28.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,20.0,Indonesia,Some college/university study without earning a degree
Man,26.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,Some college/university study without earning a degree
Man,42.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,36.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Greece,Some college/university study without earning a degree
Man,,United Kingdom,Some college/university study without earning a degree
Man,71.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,20.0,Spain,Associate degree
Man,32.0,Bangladesh,Some college/university study without earning a degree
Woman,26.0,Netherlands,"Professional degree (JD, MD, etc.)"
Man,25.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,41.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Pakistan,Some college/university study without earning a degree
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Netherlands,Some college/university study without earning a degree
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,Some college/university study without earning a degree
Man,38.0,Estonia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,52.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Zimbabwe,Some college/university study without earning a degree
